red_StrikesLandedPerMin,red_StrikesAbsorbedPerMin,red_TakedownsPer15Min,red_OpponentTakedownsPer15Min,red_SubmissionsPer15Min,red_ControlPer15Min,red_StrikingAccuracyPct,red_StrikeDefencePct,red_TakedownAccuracyPct,red_TakedownDefencePct,blue_StrikesLandedPerMin,blue_StrikesAbsorbedPerMin,blue_TakedownsPer15Min,blue_OpponentTakedownsPer15Min,blue_SubmissionsPer15Min,blue_ControlPer15Min,blue_StrikingAccuracyPct,blue_StrikeDefencePct,blue_TakedownAccuracyPct,blue_TakedownDefencePct,red_Height,red_Weight,red_Reach,blue_Height,blue_Weight,blue_Reach,red_Elo,blue_Elo,red_Age,blue_Age,red_Stance_Nan,red_Stance_Open Stance,red_Stance_Orthodox,red_Stance_Sideways,red_Stance_Southpaw,red_Stance_Switch,blue_Stance_Nan,blue_Stance_Open Stance,blue_Stance_Orthodox,blue_Stance_Sideways,blue_Stance_Southpaw,blue_Stance_Switch
0.17,2.44,2.52,0.0,2.52,256.24,15.38,56.06,50.0,100.0,3.64,1.95,2.09,4.47,1.19,205.47,42.66,62.16,77.78,58.33,70.0,185.0,71.0,73.0,185.0,75.0,1000.14,1145.28,27.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
4.05,4.31,0.64,4.48,0.0,94.03,44.19,59.92,33.33,46.15,2.21,3.37,1.32,0.66,1.65,151.49,29.67,58.08,30.77,75.0,70.0,185.0,73.0,72.0,170.0,76.0,1087.35,1190.69,33.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
1.38,7.59,0.0,5.17,10.34,0.0,50.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,145.0,,,145.0,,954.22,1000.0,34.0,27.0,True,False,False,False,False,False,True,False,False,False,False,False
2.74,5.21,0.58,0.0,0.0,237.15,42.77,42.55,14.29,100.0,3.08,3.76,0.83,1.19,0.0,139.58,40.97,48.43,53.85,44.44,,,,78.0,260.0,81.0,1038.44,1028.24,,32.0,True,False,False,False,False,False,False,False,True,False,False,False
4.47,3.22,2.81,2.66,0.3,354.41,52.19,56.53,59.38,60.87,3.36,2.95,3.44,2.48,1.3,296.26,49.81,49.87,35.26,44.3,69.0,155.0,69.0,68.0,145.0,68.0,1168.01,1171.54,35.0,34.0,False,False,True,False,False,False,False,False,True,False,False,False
2.29,2.67,0.93,4.65,0.0,19.52,43.53,52.22,100.0,61.54,4.47,9.93,2.0,0.0,0.0,115.0,45.27,42.47,14.29,100.0,72.0,170.0,75.0,71.0,170.0,73.0,894.81,970.94,29.0,26.0,False,False,False,False,False,True,False,False,False,False,True,False
4.13,2.59,0.72,1.14,0.31,123.61,31.96,68.87,25.93,71.05,4.14,3.52,1.81,2.89,0.36,107.99,47.78,62.94,83.33,63.64,66.0,145.0,70.0,68.0,145.0,70.0,1271.52,1215.81,34.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
3.5,4.78,1.64,2.05,1.23,237.19,48.85,46.15,40.0,28.57,4.47,4.0,0.78,4.32,0.39,112.65,54.29,40.93,20.0,38.89,70.0,170.0,67.0,73.0,185.0,77.0,972.17,1121.29,26.0,29.0,False,False,False,False,False,True,False,False,True,False,False,False
3.76,2.89,0.67,2.89,1.11,223.94,46.78,60.12,60.0,60.61,2.12,2.53,3.14,2.41,1.21,171.65,40.62,50.16,43.33,37.5,65.0,125.0,67.0,70.0,125.0,71.0,1119.33,1032.73,28.0,29.0,False,False,True,False,False,False,False,False,False,False,True,False
0.0,1.79,13.43,0.0,13.43,389.55,0.0,66.67,100.0,100.0,4.17,3.03,0.0,0.0,0.0,344.04,41.55,49.23,0.0,100.0,71.0,205.0,70.0,75.0,205.0,76.0,1072.42,1012.2,30.0,38.0,False,False,True,False,False,False,False,False,True,False,False,False
1.33,2.13,0.0,3.0,1.0,14.0,37.74,54.29,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,71.0,145.0,,71.0,145.0,73.0,942.0,1000.0,29.0,30.0,True,False,False,False,False,False,False,False,False,False,False,True
5.46,3.44,0.14,1.27,0.28,19.6,63.08,55.2,100.0,70.0,3.63,2.33,0.85,0.28,0.0,253.3,52.64,59.14,29.03,86.96,76.0,185.0,79.0,75.0,205.0,75.0,1545.52,1494.6,37.0,32.0,False,False,True,False,False,False,False,False,True,False,False,False
2.5,2.13,1.14,1.47,0.38,170.74,53.34,54.77,34.78,70.19,3.9,3.11,1.69,0.15,0.15,171.07,43.14,57.89,35.05,93.33,74.0,170.0,74.0,71.0,170.0,72.0,1651.09,1582.33,32.0,36.0,False,False,False,False,True,False,False,False,True,False,False,False
3.67,4.04,0.75,1.0,0.0,63.62,40.19,62.6,36.59,75.9,3.21,2.21,1.0,1.2,0.0,43.6,42.28,71.48,35.71,73.91,68.0,155.0,69.0,70.0,155.0,73.0,930.74,1051.63,34.0,29.0,False,False,True,False,False,False,False,False,False,False,True,False
2.78,2.56,2.21,0.68,2.04,177.45,51.36,50.33,25.49,55.56,4.08,2.37,1.26,2.66,1.26,294.16,56.24,43.93,33.33,55.81,75.0,205.0,76.0,75.0,205.0,77.0,1224.45,1138.91,34.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
0.91,1.36,0.0,3.4,1.7,91.7,61.54,60.0,0.0,66.67,4.37,1.53,1.64,1.64,4.92,237.7,48.78,65.0,50.0,75.0,70.0,170.0,74.0,74.0,205.0,78.0,1071.2,1024.04,28.0,24.0,False,False,True,False,False,False,False,False,True,False,False,False
2.39,1.65,3.37,1.42,0.89,478.81,45.7,62.77,55.88,68.0,1.47,1.87,5.0,2.0,2.0,146.0,30.99,52.54,100.0,33.33,68.0,155.0,70.0,70.0,155.0,71.0,1195.46,1030.88,30.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1.63,0.24,1.22,1.22,0.0,0.0,58.82,72.73,100.0,66.67,69.0,185.0,,73.0,219.0,,1000.0,1174.0,,30.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.66,2.17,1.72,1.29,0.0,345.49,38.27,52.5,66.67,66.67,79.0,250.0,80.0,75.0,265.0,77.0,1000.0,1068.17,28.0,31.0,False,False,True,False,False,False,False,False,False,False,True,False
4.6,4.8,0.0,2.0,0.0,5.0,53.08,51.35,0.0,75.0,2.86,1.73,1.44,0.77,0.11,234.98,45.59,59.45,46.43,87.04,73.0,185.0,74.0,73.0,185.0,77.0,948.54,1108.14,29.0,29.0,False,False,True,False,False,False,False,False,False,False,True,False
20.0,2.86,0.0,0.0,0.0,64.29,60.87,71.43,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,73.0,170.0,77.0,70.0,185.0,,1097.08,1000.0,26.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,66.0,125.0,69.0,67.0,125.0,69.0,1000.0,1000.0,23.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,,115.0,,,115.0,,1000.0,1000.0,28.0,33.0,True,False,False,False,False,False,True,False,False,False,False,False
3.24,4.08,0.46,0.93,0.93,167.22,32.81,64.61,8.33,0.0,4.82,5.55,0.32,1.61,0.32,102.37,45.16,53.6,100.0,64.29,64.0,115.0,63.0,61.0,115.0,62.0,1028.55,970.9,27.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
1.84,3.29,1.88,2.09,2.92,299.03,38.48,46.0,37.5,41.18,3.57,2.63,1.93,2.76,2.48,149.86,35.47,51.69,36.84,44.44,71.0,145.0,72.0,70.0,145.0,71.0,1202.95,1138.7,32.0,24.0,False,False,True,False,False,False,False,False,True,False,False,False
3.13,1.57,3.91,3.91,11.74,414.78,66.67,45.45,50.0,0.0,4.07,4.13,0.33,1.33,0.0,52.67,38.45,63.53,20.0,42.86,65.0,115.0,67.0,65.0,125.0,67.0,1058.0,1075.7,26.0,25.0,False,False,True,False,False,False,False,False,False,False,True,False
2.87,4.8,4.0,0.0,0.0,465.0,69.35,45.86,66.67,100.0,1.47,1.24,2.8,2.18,1.24,357.82,38.8,52.76,30.0,0.0,66.0,145.0,,66.0,135.0,67.0,942.0,1078.35,32.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
2.22,0.89,3.33,3.33,3.33,86.67,71.43,55.56,100.0,50.0,1.93,1.94,4.0,0.84,0.84,400.47,45.21,52.9,48.72,63.64,72.0,205.0,74.0,74.0,185.0,79.0,1046.75,1022.68,23.0,26.0,False,False,False,False,True,False,False,False,True,False,False,False
4.61,4.72,0.6,1.19,0.69,100.48,53.91,52.31,50.0,65.71,3.41,2.42,0.95,1.74,0.63,242.79,47.99,55.45,46.15,71.05,71.0,170.0,75.0,75.0,170.0,78.0,1312.73,1191.8,28.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,5.16,3.3,0.36,1.07,0.0,93.15,53.73,62.3,100.0,50.0,71.0,170.0,72.0,72.0,170.0,73.0,1000.0,1107.35,28.0,34.0,False,False,True,False,False,False,False,False,False,False,True,False
6.14,4.11,1.67,0.83,0.0,326.17,56.49,49.45,50.0,72.22,3.64,2.04,1.19,1.02,0.0,168.61,49.85,69.11,53.85,70.0,65.0,135.0,67.0,67.0,145.0,67.0,1129.8,1123.32,28.0,32.0,False,False,True,False,False,False,False,False,True,False,False,False
0.69,8.69,0.0,3.47,0.0,0.0,22.22,28.57,0.0,33.33,1.47,4.53,0.0,2.0,0.0,7.0,27.5,38.18,0.0,0.0,70.0,155.0,70.0,72.0,155.0,73.0,984.85,942.0,29.0,29.0,False,False,False,False,True,False,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,62.0,115.0,,64.0,115.0,63.0,1000.0,1000.0,26.0,25.0,False,False,True,False,False,False,False,False,True,False,False,False
6.79,5.24,1.16,2.31,0.0,17.35,42.11,56.96,100.0,84.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,75.0,170.0,77.0,70.0,170.0,70.0,1123.49,1000.0,28.0,27.0,False,False,True,False,False,False,False,False,False,False,False,True
4.12,2.34,0.0,3.9,0.0,44.58,43.38,62.37,0.0,61.29,3.61,1.91,2.18,2.18,0.0,196.92,40.28,63.35,46.67,78.79,74.0,170.0,75.0,75.0,170.0,80.0,1000.93,1011.03,30.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.83,1.45,0.0,3.11,3.11,161.94,66.67,50.0,0.0,0.0,61.0,125.0,62.0,66.0,125.0,66.0,1000.0,942.0,21.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
2.54,2.38,4.28,1.24,0.68,306.8,47.27,59.25,38.38,47.62,2.8,2.73,1.43,0.82,1.23,190.53,31.01,53.6,46.67,71.43,66.0,170.0,67.0,72.0,185.0,75.0,1259.11,1176.46,36.0,33.0,False,False,True,False,False,False,False,False,False,False,True,False
4.96,4.04,1.01,2.75,1.4,150.46,44.41,54.59,27.27,44.94,4.12,2.92,1.16,1.45,0.51,155.56,48.09,60.17,51.61,75.31,72.0,170.0,76.0,71.0,170.0,74.0,1352.96,1321.22,34.0,34.0,False,False,False,False,True,False,False,False,True,False,False,False
2.77,1.68,1.0,1.07,0.57,174.82,51.68,64.91,63.64,78.87,2.67,2.04,3.84,0.4,1.19,404.34,47.34,57.38,54.72,83.33,73.0,185.0,74.0,74.0,185.0,76.0,1327.55,1201.61,36.0,31.0,False,False,False,False,True,False,False,False,True,False,False,False
4.24,2.47,1.83,0.92,0.0,274.35,40.41,57.59,44.44,33.33,0.87,2.93,4.0,0.0,0.0,504.0,22.81,57.69,66.67,100.0,68.0,135.0,67.0,68.0,135.0,68.0,1071.28,1045.23,29.0,25.0,False,False,True,False,False,False,False,False,True,False,False,False
5.35,4.67,1.31,0.33,0.33,171.49,58.33,48.31,57.14,87.5,6.24,5.21,2.9,1.3,0.38,255.77,50.27,53.2,55.88,66.0,64.0,115.0,65.0,61.0,125.0,62.0,1213.67,1274.45,34.0,30.0,False,False,False,False,True,False,False,False,True,False,False,False
1.79,3.44,3.35,1.44,1.91,145.45,37.58,62.24,50.0,25.0,3.1,3.56,1.33,0.83,0.5,279.0,42.08,49.61,38.1,66.67,63.0,115.0,63.0,67.0,115.0,69.0,1020.69,919.01,29.0,32.0,False,False,True,False,False,False,False,False,False,False,True,False
3.74,3.08,0.0,1.65,0.0,0.83,51.13,68.18,0.0,66.67,3.49,3.61,0.94,2.82,0.63,185.63,40.44,50.0,27.27,59.09,73.0,205.0,74.0,75.0,230.0,78.0,997.33,949.14,32.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
3.57,1.03,0.45,0.91,2.72,309.83,71.52,67.92,50.0,90.0,2.83,2.32,1.74,1.11,1.74,221.24,46.53,64.29,50.0,0.0,74.0,170.0,77.0,70.0,170.0,70.0,1115.04,1176.94,26.0,36.0,False,False,True,False,False,False,False,False,False,False,True,False
1.76,0.54,5.74,0.38,1.15,718.16,60.53,64.41,75.0,0.0,1.22,0.92,3.44,5.16,0.57,419.35,41.56,50.0,66.67,25.0,70.0,170.0,73.0,72.0,170.0,73.0,1123.79,1057.0,28.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
5.01,3.15,3.25,1.18,0.3,229.14,48.85,60.49,55.0,66.67,5.1,7.3,1.03,0.0,0.0,28.93,36.27,51.82,50.0,100.0,68.0,135.0,72.0,68.0,135.0,71.0,1105.8,935.21,26.0,33.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.26,2.04,0.0,3.06,0.0,54.24,63.37,43.66,0.0,69.23,,,,71.0,170.0,73.0,1000.0,893.8,,35.0,True,False,False,False,False,False,False,False,False,False,False,True
3.31,1.76,7.54,1.26,1.89,525.42,58.52,57.14,66.67,71.43,2.48,3.77,1.25,2.75,0.0,75.25,32.68,62.52,21.74,65.62,73.0,145.0,73.0,67.0,145.0,70.0,1106.41,1033.64,27.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
2.57,0.6,3.0,2.5,0.0,249.5,57.89,70.49,40.0,54.55,2.27,3.7,2.5,0.0,0.0,286.5,24.73,74.89,35.71,100.0,69.0,155.0,71.0,69.0,155.0,75.0,1019.72,1008.46,32.0,29.0,False,False,True,False,False,False,False,False,False,False,True,False
7.81,4.75,0.0,0.27,0.53,67.07,47.32,57.84,0.0,94.12,3.44,3.67,1.22,0.41,0.0,251.99,54.64,49.44,40.0,81.82,75.0,155.0,75.0,67.0,145.0,72.0,1133.44,1095.42,25.0,28.0,False,False,True,False,False,False,False,False,False,False,True,False
2.32,1.48,2.72,0.63,0.42,299.72,36.01,71.66,52.0,0.0,3.17,2.92,2.13,1.85,2.7,183.46,49.93,54.51,34.09,60.61,70.0,145.0,73.0,70.0,155.0,74.0,1255.97,1209.87,27.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
2.5,1.98,3.15,0.87,0.41,401.03,48.31,60.2,44.26,58.33,1.94,2.03,4.65,0.95,0.0,350.38,38.46,66.0,51.76,64.0,75.0,205.0,74.0,72.0,205.0,75.0,1212.17,1394.57,36.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
1.2,3.4,0.0,5.0,0.0,46.0,30.0,59.2,0.0,16.67,2.0,3.27,0.0,5.86,0.0,69.57,47.67,37.38,0.0,55.56,71.0,170.0,,70.0,170.0,74.0,965.52,928.1,27.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
4.38,3.68,1.89,0.9,0.6,189.4,48.14,60.68,45.24,72.73,5.7,4.98,4.76,1.19,1.49,436.16,54.67,42.82,37.21,69.23,71.0,155.0,72.0,71.0,170.0,73.0,1328.4,1225.09,35.0,28.0,False,False,True,False,False,False,False,False,False,False,True,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.64,3.08,2.83,0.0,1.89,192.45,57.53,47.31,27.27,100.0,68.0,155.0,71.0,73.0,155.0,75.0,1000.0,960.32,29.0,32.0,False,False,False,False,False,True,False,False,True,False,False,False
2.39,2.98,0.5,0.5,0.0,80.76,45.76,61.24,33.33,86.36,4.1,2.94,1.13,1.43,0.53,158.25,47.97,60.43,51.72,76.25,72.0,185.0,74.0,71.0,170.0,74.0,1308.29,1219.11,26.0,34.0,False,False,False,False,True,False,False,False,True,False,False,False
5.62,3.74,2.18,0.82,0.68,130.05,36.08,63.76,32.65,68.42,1.73,2.44,0.59,1.77,0.0,65.51,43.56,42.06,20.0,40.0,71.0,170.0,75.0,72.0,185.0,75.0,1069.92,894.08,31.0,26.0,False,False,True,False,False,False,False,False,False,False,True,False
5.58,4.36,1.05,2.09,1.05,136.05,55.36,53.53,100.0,42.86,2.39,2.78,2.36,0.65,0.92,388.76,48.58,50.93,40.91,28.57,66.0,125.0,68.0,65.0,125.0,63.0,981.87,1021.85,25.0,27.0,False,False,False,False,True,False,False,False,True,False,False,False
3.42,3.18,3.82,0.64,0.64,348.6,48.2,63.28,43.64,77.78,6.23,8.17,0.0,0.0,0.0,0.0,49.47,58.4,0.0,100.0,62.0,115.0,61.0,,115.0,,1061.89,997.28,29.0,29.0,False,False,True,False,False,False,True,False,False,False,False,False
5.73,5.24,0.42,1.37,0.11,77.12,50.68,65.53,36.36,72.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,63.0,115.0,64.0,62.0,115.0,61.0,900.2,1000.0,34.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
4.14,2.85,0.55,2.12,0.81,118.36,51.2,65.15,78.57,64.1,4.86,2.97,0.0,1.46,0.58,183.03,46.47,62.22,0.0,58.33,70.0,145.0,73.0,69.0,145.0,71.0,1219.24,1194.72,33.0,28.0,False,False,False,False,True,False,False,False,True,False,False,False
6.55,5.28,3.21,0.92,0.46,286.31,51.15,51.62,58.33,76.19,3.95,3.88,2.17,1.09,0.95,231.72,42.0,59.66,55.17,46.67,61.0,125.0,62.0,65.0,115.0,65.0,1275.19,1248.98,28.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
4.19,11.98,0.0,0.0,0.0,0.0,43.37,55.41,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,71.0,205.0,76.0,74.0,264.0,75.0,922.0,1000.0,36.0,24.0,False,False,True,False,False,False,False,False,False,False,True,False
2.79,3.33,3.37,1.12,5.05,353.21,51.56,40.27,48.0,20.0,3.74,0.89,4.87,0.61,0.61,567.3,77.97,48.84,72.73,66.67,75.0,264.0,79.0,75.0,265.0,81.0,1244.23,1136.25,30.0,32.0,False,False,False,False,True,False,False,False,True,False,False,False
2.76,1.54,3.78,0.72,0.24,501.01,55.78,56.97,55.29,59.09,2.82,1.42,0.29,1.46,0.0,84.87,41.25,59.07,75.0,80.52,75.0,205.0,74.0,74.0,205.0,76.0,1375.39,1457.29,31.0,37.0,False,False,True,False,False,False,False,False,True,False,False,False
2.2,3.0,2.0,0.0,5.0,162.0,51.56,48.28,40.0,100.0,4.84,3.31,1.15,1.58,0.0,79.34,43.52,60.44,32.0,56.0,72.0,170.0,75.0,72.0,170.0,71.0,955.58,1138.38,28.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
1.26,6.95,0.0,14.21,0.0,4.74,33.33,40.54,0.0,0.0,3.2,4.47,1.0,1.0,0.0,29.0,41.74,67.32,50.0,0.0,74.0,205.0,,73.0,185.0,76.0,942.0,949.16,33.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
2.02,1.88,1.34,1.72,1.53,235.45,41.41,63.18,63.64,83.33,2.21,1.82,2.19,2.68,1.95,245.79,55.74,57.25,47.37,57.69,69.0,155.0,,70.0,145.0,74.0,1168.66,1149.49,30.0,31.0,False,False,True,False,False,False,False,False,False,False,True,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,4.27,4.07,0.48,1.94,0.08,85.17,28.55,58.17,33.33,76.7,69.0,155.0,74.0,69.0,155.0,70.0,1000.0,1035.26,29.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
3.41,2.35,1.74,1.74,1.31,433.44,38.15,62.15,57.14,42.86,1.56,2.0,2.64,2.2,0.44,427.31,40.46,57.76,60.0,37.5,69.0,155.0,70.0,69.0,155.0,71.0,1115.72,982.4,25.0,29.0,False,False,True,False,False,False,False,False,False,False,True,False
4.6,2.91,1.52,0.0,0.25,170.92,35.1,65.94,75.0,100.0,3.24,3.01,2.63,0.44,1.31,165.63,43.19,53.18,85.71,75.0,66.0,145.0,70.0,71.0,205.0,,1277.07,1217.27,26.0,48.0,False,False,True,False,False,False,False,False,True,False,False,False
1.13,3.0,2.0,6.33,1.0,244.0,42.15,32.5,25.0,34.48,6.21,4.11,0.31,1.25,0.31,155.42,51.38,53.97,20.0,66.67,68.0,135.0,69.0,66.0,135.0,67.0,964.21,983.19,27.0,35.0,False,False,True,False,False,False,False,False,False,False,True,False
3.08,1.99,1.99,0.0,0.12,203.79,43.96,71.8,38.1,100.0,3.3,1.6,3.3,1.31,0.54,276.48,54.06,67.32,54.89,71.0,64.0,135.0,64.0,63.0,125.0,66.0,1223.04,1425.89,29.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.53,2.45,3.87,1.29,3.23,0.0,50.62,67.24,37.5,60.0,73.0,225.0,,71.0,225.0,,1000.0,1046.77,34.0,29.0,False,False,True,False,False,False,False,False,True,False,False,False
3.37,2.33,2.09,1.56,1.04,282.62,55.75,66.5,100.0,0.0,1.97,3.14,2.51,4.4,1.88,260.64,51.09,28.57,40.0,22.22,66.0,125.0,66.0,66.0,135.0,65.0,959.62,902.68,30.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
2.08,0.57,0.0,5.66,0.0,11.32,61.11,72.73,0.0,71.43,3.72,3.14,2.12,2.54,0.0,213.55,51.37,53.94,28.57,66.67,76.0,185.0,79.0,72.0,185.0,74.0,1058.39,1267.73,34.0,32.0,False,False,True,False,False,False,False,False,True,False,False,False
4.09,2.11,2.33,0.0,0.33,298.0,48.29,74.73,29.17,100.0,1.09,2.27,2.71,0.49,0.25,233.82,35.48,66.59,42.31,87.5,64.0,135.0,64.0,65.0,125.0,67.0,1164.65,1166.96,28.0,30.0,False,False,True,False,False,False,False,False,True,False,False,False
,,,,,,,,,,,,,,,,,,,,70.0,145.0,73.0,69.0,145.0,72.0,1000.0,1000.0,22.0,30.0,False,False,False,False,True,False,False,False,True,False,False,False
4.55,4.34,0.62,4.34,0.0,92.48,46.61,59.92,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,70.0,185.0,73.0,73.0,170.0,76.0,1162.11,1000.0,34.0,32.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.13,2.91,0.71,2.73,0.81,136.93,43.89,64.23,31.82,62.5,72.0,155.0,73.0,67.0,155.0,68.0,1000.0,1070.46,,34.0,False,False,True,False,False,False,False,False,False,False,True,False
1.42,1.99,4.27,0.0,0.0,592.89,31.25,50.0,33.33,100.0,4.86,4.39,1.3,0.56,0.0,147.58,35.7,57.66,25.0,72.73,67.0,145.0,67.0,68.0,135.0,67.0,946.67,950.14,30.0,33.0,False,False,True,False,False,False,False,False,True,False,False,False
2.7,5.09,1.5,0.0,1.5,212.65,39.71,52.78,33.33,100.0,3.22,3.05,0.0,5.08,0.0,35.59,70.37,33.33,0.0,66.67,75.0,245.0,76.0,74.0,242.0,78.0,1017.62,1052.29,29.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.42,5.72,0.0,6.36,0.0,0.0,28.57,27.03,0.0,33.33,64.0,125.0,,66.0,125.0,69.0,1000.0,942.0,23.0,31.0,False,False,True,False,False,False,False,False,True,False,False,False
5.0,3.83,1.26,1.26,0.84,124.86,40.68,57.59,30.0,75.0,2.28,2.87,1.4,2.33,1.4,253.26,39.2,50.53,37.5,56.52,75.0,205.0,77.0,76.0,205.0,79.0,1000.0,1000.0,26.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
3.22,3.89,1.59,0.68,0.23,175.87,45.32,54.27,63.64,75.0,3.12,1.86,1.8,6.3,0.9,54.9,47.27,50.79,100.0,66.67,69.0,135.0,70.0,70.0,135.0,75.0,1000.23,1034.04,30.0,26.0,False,False,True,False,False,False,False,False,False,False,True,False
3.8,3.25,1.37,0.0,0.27,127.17,33.33,63.94,52.63,100.0,3.27,1.32,2.21,1.32,3.53,228.2,44.76,73.84,41.67,85.71,66.0,145.0,70.0,65.0,135.0,65.0,1303.13,1158.18,27.0,30.0,False,False,True,False,False,False,False,False,False,False,True,False
,,,,,,,,,,,,,,,,,,,,66.0,125.0,66.0,67.0,135.0,66.0,1000.0,1000.0,29.0,26.0,False,False,True,False,False,False,False,False,True,False,False,False
4.82,1.94,1.89,1.17,0.99,277.22,50.69,66.7,29.17,51.85,6.32,3.25,1.46,0.49,0.16,119.57,50.83,63.87,52.94,88.0,67.0,135.0,71.0,67.0,135.0,67.0,1424.2,1378.5,31.0,28.0,False,False,True,False,False,False,False,False,False,False,False,True
5.79,4.66,0.72,1.08,0.72,42.91,37.42,60.89,50.0,80.0,0.4,4.29,0.0,6.03,0.0,0.0,13.64,41.82,0.0,40.0,78.0,185.0,77.0,75.0,185.0,,1090.32,936.5,26.0,31.0,False,False,True,False,False,False,False,False,False,False,True,False
7.73,1.82,0.0,0.0,0.0,54.55,89.47,69.23,0.0,100.0,4.5,2.51,4.53,0.91,2.27,211.18,52.46,65.7,58.82,71.43,78.0,205.0,82.0,75.0,185.0,77.0,1127.55,1154.92,26.0,32.0,False,False,True,False,False,False,False,False,True,False,False,False
1.9,2.39,1.93,4.63,1.93,296.27,49.66,33.09,29.41,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,66.0,135.0,65.0,61.0,135.0,,970.1,1000.0,28.0,27.0,False,False,True,False,False,False,False,False,True,False,False,False
2.75,1.31,3.14,0.85,0.68,401.1,63.12,55.23,59.68,60.0,2.73,1.45,0.31,1.44,0.0,86.98,40.78,57.97,75.0,81.08,73.0,205.0,75.0,74.0,205.0,76.0,1325.1,1317.39,41.0,35.0,False,False,True,False,False,False,False,False,True,False,False,False
4.49,4.72,0.69,0.69,0.0,33.31,31.7,58.54,33.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,69.0,135.0,72.0,69.0,135.0,70.0,990.75,1000.0,25.0,28.0,False,False,True,False,False,False,False,False,True,False,False,False
0.69,2.25,10.4,0.0,2.6,603.47,44.44,51.85,100.0,100.0,2.32,1.9,5.54,1.19,0.4,340.22,43.78,63.45,58.33,66.67,66.0,125.0,66.0,63.0,125.0,62.0,998.92,937.2,32.0,25.0,False,False,True,False,False,False,False,False,False,False,False,True
7.06,6.14,0.43,0.43,0.22,32.71,47.72,62.42,100.0,94.44,1.62,1.62,3.47,0.8,1.6,325.16,47.4,61.76,48.15,57.14,71.0,145.0,75.0,70.0,145.0,72.0,1191.14,1176.85,28.0,31.0,False,False,True,False,False,False,False,False,False,False,True,False
