OUTCOME,METHOD,DATE,red_Name,blue_Name,red_StrikesLandedPerMin,red_StrikesAbsorbedPerMin,red_TakedownsPer15Min,red_OpponentTakedownsPer15Min,red_SubmissionsPer15Min,red_ControlPer15Min,red_StrikingAccuracyPct,red_StrikeDefencePct,red_TakedownAccuracyPct,red_TakedownDefencePct,blue_StrikesLandedPerMin,blue_StrikesAbsorbedPerMin,blue_TakedownsPer15Min,blue_OpponentTakedownsPer15Min,blue_SubmissionsPer15Min,blue_ControlPer15Min,blue_StrikingAccuracyPct,blue_StrikeDefencePct,blue_TakedownAccuracyPct,blue_TakedownDefencePct,red_Height,red_Weight,red_Reach,red_Stance,red_DOB,blue_Height,blue_Weight,blue_Reach,blue_Stance,blue_DOB,red_Elo,blue_Elo
Red,Decision - Unanimous ,2019-06-22,Kevin Holland,Alessio Di Chirico,4.11,2.95,2.04,3.06,1.7,178.3,63.51,59.38,66.67,50.0,3.36,2.94,2.48,1.1,0.0,137.42,41.69,63.72,56.25,77.78,75.0,185.0,81.0,Orthodox,1992-11-05,72.0,185.0,74.0,Orthodox,1989-12-12,1094.34,1068.32
Blue,Decision - Unanimous ,2019-06-22,Kevin Aguilar,Dan Ige,4.8,4.2,0.0,0.0,0.0,63.5,35.04,59.74,0.0,100.0,3.92,4.11,2.8,0.0,0.47,257.81,47.73,58.23,27.27,100.0,67.0,155.0,73.0,Orthodox,1988-09-07,67.0,145.0,71.0,Orthodox,1991-08-06,1149.43,1117.91
Blue,Decision - Unanimous ,2019-06-22,Syuri Kondo,Ashley Yoder,7.3,8.31,0.0,0.0,0.0,0.0,43.9,62.87,0.0,100.0,2.67,3.65,1.25,1.25,0.75,140.75,35.09,51.87,50.0,64.29,64.0,115.0,66.0,Orthodox,1989-02-08,67.0,115.0,69.0,Southpaw,1987-10-20,948.17,918.98
Red,KO/TKO ,2019-06-22,Luis Pena,Matt Wiman,2.48,2.74,1.34,3.13,0.45,301.94,37.73,52.58,23.08,46.15,3.51,3.24,2.41,1.21,1.81,363.06,50.0,54.56,38.1,63.64,75.0,155.0,75.0,Southpaw,1993-07-05,70.0,155.0,68.0,Orthodox,1983-09-19,1056.99,1197.68
Blue,KO/TKO ,2019-06-22,Allen Crowder,Jairzinho Rozenstruik,2.7,5.09,1.5,0.0,1.5,212.65,39.71,52.78,33.33,100.0,3.22,3.05,0.0,5.08,0.0,35.59,70.37,33.33,0.0,66.67,75.0,245.0,76.0,Orthodox,1989-11-08,74.0,242.0,78.0,Orthodox,1988-03-17,1017.62,1052.29
Red,Decision - Unanimous ,2019-06-22,Molly McCann,Ariane Lipski,5.3,4.17,1.36,1.36,1.36,51.62,50.87,67.61,18.18,50.0,3.53,5.67,1.0,1.0,0.0,198.0,34.42,50.58,100.0,66.67,64.0,125.0,62.0,Orthodox,1990-05-04,66.0,125.0,67.0,Orthodox,1994-01-26,1011.4,948.73
Red,Decision - Unanimous ,2019-06-22,Deron Winn,Eric Spicely,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.01,3.02,1.95,0.49,1.46,255.54,40.79,58.48,20.0,0.0,66.0,185.0,70.0,Orthodox,1989-06-13,73.0,185.0,73.0,Orthodox,1986-09-29,1000.0,900.97
Blue,KO/TKO ,2019-06-08,Marlon Moraes,Henry Cejudo,4.86,3.92,0.65,1.29,1.29,98.78,34.56,65.53,25.0,60.0,3.01,2.21,1.95,0.1,0.1,196.71,43.39,67.41,35.85,88.89,66.0,135.0,67.0,Orthodox,1988-04-26,64.0,135.0,64.0,Orthodox,1987-02-09,1314.84,1445.68
Blue,KO/TKO ,2019-06-08,Jessica Eye,Valentina Shevchenko,3.63,3.43,0.53,0.95,0.74,109.82,36.93,60.44,50.0,60.87,3.11,2.34,1.9,0.67,0.34,199.85,51.29,61.31,47.22,73.91,66.0,125.0,66.0,Orthodox,1986-07-27,65.0,125.0,66.0,Southpaw,1988-03-07,1099.65,1238.29
Red,TKO - Doctor's Stoppage ,2019-06-08,Tony Ferguson,Donald Cerrone,5.51,3.55,0.6,0.99,1.49,44.28,44.61,63.81,42.86,76.74,4.63,4.44,1.01,0.34,0.53,99.14,48.22,52.66,31.34,89.23,71.0,155.0,76.0,Orthodox,1984-02-12,73.0,170.0,73.0,Orthodox,1983-03-29,1532.76,1395.72
Red,Decision - Unanimous ,2019-06-08,Petr Yan,Jimmie Rivera,6.46,2.92,1.73,1.04,0.35,111.46,51.56,68.87,50.0,83.33,3.98,3.9,0.81,0.0,0.0,68.78,40.94,59.53,27.78,100.0,67.0,135.0,67.0,Switch,1993-02-11,64.0,135.0,68.0,Orthodox,1989-06-29,1217.53,1208.6
Red,Decision - Unanimous ,2019-06-08,Blagoy Ivanov,Tai Tuivasa,3.08,4.5,0.0,0.0,0.0,1.12,30.22,56.2,0.0,100.0,4.42,3.06,0.0,0.0,0.0,139.36,52.21,59.09,0.0,100.0,71.0,250.0,73.0,Southpaw,1986-10-09,74.0,264.0,75.0,Southpaw,1993-03-16,1074.2,1133.96
Red,Decision - Unanimous ,2019-06-08,Tatiana Suarez,Nina Nunes,4.75,0.72,7.5,0.0,0.83,752.08,73.71,42.22,81.82,100.0,5.09,3.31,0.34,1.18,0.68,147.21,46.93,55.61,40.0,80.56,65.0,115.0,66.0,Southpaw,1990-12-19,65.0,115.0,64.0,Orthodox,1985-12-03,1216.0,1142.59
Blue,Decision - Unanimous ,2019-06-08,Pedro Munhoz,Aljamain Sterling,5.03,5.35,1.06,0.91,1.21,86.77,43.19,58.91,21.21,76.92,4.18,1.45,2.1,1.3,0.9,300.33,50.89,69.13,32.81,51.85,66.0,135.0,65.0,Orthodox,1986-09-07,67.0,135.0,71.0,Orthodox,1989-07-31,1305.0,1321.16
Red,Decision - Unanimous ,2019-06-08,Alexa Grasso,Karolina Kowalkiewicz,4.5,3.08,0.31,2.51,0.31,108.41,42.57,67.69,50.0,63.64,5.52,5.05,0.12,0.87,0.0,77.61,39.31,56.65,14.29,83.72,65.0,125.0,66.0,Orthodox,1993-08-09,63.0,115.0,64.0,Orthodox,1985-10-15,1013.94,1085.38
Red,KO/TKO ,2019-06-08,Calvin Kattar,Ricardo Lamas,5.03,6.66,0.67,0.34,0.0,18.45,41.51,55.46,33.33,75.0,3.1,2.81,1.54,1.63,0.96,195.56,47.17,58.66,28.57,43.33,71.0,145.0,72.0,Orthodox,1988-03-26,68.0,145.0,71.0,Orthodox,1982-05-21,1130.89,1244.62
Red,Decision - Unanimous ,2019-06-08,Yan Xiaonan,Angela Hill,7.04,4.04,0.0,0.67,0.0,1.0,41.22,67.9,0.0,66.67,5.84,5.12,0.35,1.42,0.0,79.73,50.82,65.95,37.5,74.47,65.0,115.0,63.0,Orthodox,1989-06-16,63.0,115.0,64.0,Orthodox,1985-01-12,1134.15,927.23
Blue,Decision - Unanimous ,2019-06-08,Bevon Lewis,Darren Stewart,5.9,3.38,0.0,0.0,0.0,167.77,43.31,55.68,0.0,100.0,2.96,2.67,1.84,4.21,0.0,176.26,43.67,53.23,41.18,63.64,75.0,185.0,79.0,Orthodox,1991-05-05,72.0,205.0,74.0,Orthodox,1990-12-30,954.96,961.97
Red,KO/TKO ,2019-06-08,Eddie Wineland,Grigory Popov,3.21,3.91,0.22,0.34,0.0,29.42,27.98,63.93,20.0,93.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,67.0,135.0,69.0,Orthodox,1984-06-26,67.0,135.0,68.0,Switch,1984-04-18,1042.89,1000.0
Red,Decision - Unanimous ,2019-06-08,Katlyn Chookagian,Joanne Wood,4.08,4.21,0.0,1.17,0.17,14.17,31.05,63.28,0.0,63.16,5.05,3.57,1.39,0.92,0.62,241.07,50.36,49.56,52.94,53.85,69.0,125.0,68.0,Orthodox,1988-12-28,66.0,125.0,65.0,Orthodox,1985-12-23,1079.53,1091.77
Red,Submission ,2019-06-01,Anthony Smith,Alexander Gustafsson,3.19,4.56,0.52,2.09,0.52,60.35,49.8,42.51,28.57,50.0,4.35,3.81,1.77,0.69,0.49,175.47,39.77,51.83,40.0,84.78,76.0,205.0,76.0,Orthodox,1988-07-26,77.0,205.0,79.0,Orthodox,1987-01-15,1276.79,1317.14
Red,KO/TKO ,2019-06-01,Aleksandar Rakic,Jimi Manuwa,5.31,1.61,1.32,0.88,0.0,360.44,53.39,50.89,60.0,88.24,3.44,3.99,0.54,1.62,0.36,157.09,54.15,48.93,18.75,70.97,76.0,205.0,78.0,Orthodox,1992-02-06,73.0,205.0,79.0,Orthodox,1980-02-18,1183.91,1076.61
Red,Submission ,2019-06-01,Makwan Amirkhani,Chris Fishgold,1.75,1.6,3.84,0.96,1.6,333.21,49.7,59.68,48.0,57.14,3.29,3.96,8.7,1.45,2.9,320.29,31.78,49.38,50.0,0.0,70.0,145.0,72.0,Southpaw,1988-11-08,68.0,145.0,68.0,Orthodox,1992-06-06,1140.31,1005.38
Red,Decision - Unanimous ,2019-06-01,Christos Giagos,Damir Hadzovic,2.13,1.85,1.93,2.26,0.32,290.54,32.89,54.5,40.0,41.67,3.42,2.97,0.59,3.83,0.29,63.65,48.07,68.21,50.0,31.58,70.0,155.0,71.0,Orthodox,1990-01-23,69.0,155.0,70.0,Orthodox,1986-08-08,985.2,1128.4
Blue,Decision - Unanimous ,2019-06-01,Sung Bin Jo,Daniel Teymur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.61,4.99,0.44,2.64,0.0,140.83,46.59,55.73,20.0,57.14,72.0,145.0,72.0,Orthodox,1992-07-17,65.0,145.0,69.0,Orthodox,1988-02-03,1000.0,853.55
Red,Decision - Unanimous ,2019-06-01,Sergey Khandozhko,Rostem Akman,,,,,,,,,,,,,,,,,,,,,73.0,170.0,74.0,Orthodox,1992-05-19,70.0,170.0,72.0,Switch,1991-12-19,1000.0,1000.0
Red,Decision - Unanimous ,2019-06-01,Lina Lansberg,Tonya Evinger,3.63,5.31,0.5,2.5,0.25,252.36,55.47,46.02,22.22,33.33,2.67,8.07,0.98,0.0,0.0,107.38,40.59,42.59,20.0,100.0,67.0,135.0,65.0,Orthodox,1982-03-13,67.0,135.0,70.0,Orthodox,1981-06-04,958.55,917.75
Blue,KO/TKO ,2019-06-01,Stevie Ray,Leonardo Santos,3.51,2.55,0.73,1.75,0.73,111.52,45.25,55.5,55.56,55.56,2.3,2.64,1.14,0.46,0.46,141.92,40.37,61.3,25.0,86.67,70.0,155.0,70.0,Southpaw,1990-03-25,72.0,155.0,75.0,Orthodox,1980-02-05,1108.67,1245.87
Red,KO/TKO ,2019-06-01,Frank Camacho,Nick Hein,6.23,7.82,1.46,1.17,0.0,108.6,45.78,52.76,45.45,80.0,2.54,2.93,0.8,0.32,0.0,61.75,33.76,62.5,33.33,83.33,70.0,170.0,73.0,Orthodox,1989-05-18,66.0,155.0,66.0,Southpaw,1984-04-24,921.65,1000.37
Red,Submission ,2019-06-01,Bea Malecki,Duda Santana,,,,,,,,,,,,,,,,,,,,,69.0,135.0,74.0,Orthodox,1991-08-23,67.0,145.0,73.0,Orthodox,1996-01-10,1000.0,1000.0
Red,Decision - Unanimous ,2019-06-01,Devin Clark,Darko Stosic,3.43,3.13,3.14,0.24,0.24,403.6,58.2,40.12,44.83,83.33,2.8,1.24,0.0,0.0,0.0,55.96,56.25,75.0,0.0,100.0,72.0,205.0,75.0,Orthodox,1990-04-12,72.0,205.0,76.0,Orthodox,1992-02-09,1006.02,1050.98
Red,KO/TKO ,2019-06-01,Joel Alvarez,Danilo Belluardo,2.53,4.27,0.0,0.0,0.0,0.0,29.92,57.33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,75.0,155.0,77.0,Orthodox,1993-03-02,72.0,155.0,74.0,Southpaw,1994-07-21,951.59,1000.0
Blue,Submission ,2019-05-18,Kevin Lee,Rafael Dos Anjos,4.06,3.18,3.1,0.53,0.98,376.66,43.18,52.09,43.75,80.65,3.62,3.32,1.96,1.7,0.7,222.87,45.39,62.69,40.18,58.95,69.0,170.0,77.0,Orthodox,1992-09-04,68.0,155.0,70.0,Southpaw,1984-10-26,1308.14,1353.09
Red,Decision - Unanimous ,2019-05-18,Ian Heinisch,Antonio Carlos Junior,3.67,1.73,1.0,5.0,2.0,90.0,57.89,52.73,14.29,54.55,2.11,1.85,3.75,0.87,1.15,404.18,46.01,54.5,46.43,57.14,71.0,185.0,72.0,Orthodox,1988-08-05,74.0,185.0,79.0,Orthodox,1990-03-16,1087.31,1251.06
Blue,Submission ,2019-05-18,Megan Anderson,Felicia Spencer,1.81,3.12,0.0,3.75,0.0,0.0,43.28,35.06,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,72.0,145.0,72.0,Orthodox,1990-02-11,66.0,145.0,68.0,Orthodox,1990-11-29,1026.48,1000.0
Red,KO/TKO ,2019-05-18,Vicente Luque,Derrick Krantz,3.74,3.4,0.87,1.45,0.87,137.52,57.31,54.1,50.0,62.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,71.0,170.0,75.0,Orthodox,1991-11-27,70.0,170.0,72.0,Orthodox,1988-01-13,1286.58,1000.0
Blue,KO/TKO ,2019-05-18,Nik Lentz,Charles Oliveira,3.44,2.98,3.52,2.35,1.28,302.17,50.34,50.3,34.38,44.3,3.01,2.96,2.86,1.34,2.77,213.29,49.63,53.91,43.48,60.0,68.0,145.0,68.0,Orthodox,1984-08-13,70.0,155.0,74.0,Orthodox,1989-10-17,1228.95,1315.27
Blue,Decision - Unanimous ,2019-05-18,Austin Hubbard,Davi Ramos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.12,2.72,3.28,0.0,1.4,219.15,38.02,56.28,58.33,100.0,70.0,155.0,71.0,Orthodox,1991-12-22,66.0,155.0,70.0,Orthodox,1986-11-05,1000.0,1161.02
Blue,Decision - Unanimous ,2019-05-18,Sijara Eubanks,Aspen Ladd,4.4,2.57,2.5,0.5,0.0,324.0,34.02,68.57,62.5,83.33,6.92,4.55,1.37,0.0,0.0,432.93,57.14,37.5,100.0,100.0,64.0,125.0,67.0,Orthodox,1985-04-27,66.0,145.0,66.0,Orthodox,1995-03-01,1096.45,1102.43
Blue,Decision - Unanimous ,2019-05-18,Charles Jourdain,Desmond Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.42,2.29,1.16,1.16,0.0,43.54,44.19,70.63,37.5,75.0,69.0,145.0,69.0,Switch,1995-11-27,70.0,155.0,73.0,Southpaw,1989-10-11,1000.0,1090.23
Red,KO/TKO ,2019-05-18,Michel Pereira,Danny Roberts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.42,3.1,0.0,2.91,0.42,164.92,42.51,55.02,0.0,54.84,73.0,170.0,73.0,Orthodox,1993-10-06,73.0,170.0,74.0,Southpaw,1987-07-14,1000.0,1077.85
Red,Submission ,2019-05-18,Grant Dawson,Michael Trizano,3.8,3.27,6.0,0.0,1.0,607.0,44.53,42.35,54.55,100.0,3.1,1.73,0.5,1.0,1.0,236.5,54.39,67.5,50.0,86.67,70.0,155.0,72.0,Switch,1994-02-20,71.0,145.0,71.0,Orthodox,1991-12-31,1047.57,1116.0
Red,KO/TKO ,2019-05-18,Ed Herman,Patrick Cummins,3.18,3.03,2.45,1.53,1.22,292.86,49.8,44.9,51.61,62.96,4.21,3.36,4.51,1.99,0.13,373.25,50.21,55.35,40.96,28.57,73.0,205.0,77.0,Orthodox,1980-10-02,74.0,205.0,76.0,Orthodox,1980-11-16,985.63,1014.13
Blue,Submission ,2019-05-18,Trevin Giles,Zak Cummings,5.45,1.13,3.69,1.47,0.0,270.52,66.87,76.29,100.0,66.67,2.8,2.75,1.02,1.02,0.87,172.65,32.4,53.44,35.0,69.57,72.0,185.0,74.0,Orthodox,1992-08-06,72.0,185.0,75.0,Southpaw,1984-08-02,1109.16,1177.64
Red,KO/TKO ,2019-05-18,Julio Arce,Julian Erosa,3.73,2.42,0.35,0.35,1.05,131.07,32.13,67.19,16.67,93.33,3.58,4.1,1.24,3.72,1.24,148.62,53.28,53.0,75.0,60.87,67.0,145.0,70.0,Southpaw,1989-10-27,73.0,145.0,74.0,Southpaw,1989-07-31,1026.24,889.24
Blue,KO/TKO ,2019-05-11,Rose Namajunas,Jessica Andrade,3.72,3.72,2.34,0.88,0.88,245.49,41.73,60.15,59.26,45.45,6.58,5.04,3.2,0.97,0.48,298.16,51.59,51.94,58.93,75.0,65.0,115.0,65.0,Orthodox,1992-06-29,61.0,125.0,62.0,Orthodox,1991-09-25,1307.2,1305.87
Red,KO/TKO ,2019-05-11,Jared Cannonier,Anderson Silva,3.63,2.83,0.21,3.36,0.0,63.67,50.98,67.89,33.33,44.83,3.26,2.63,0.19,1.14,0.38,50.16,60.0,60.75,75.0,76.32,71.0,185.0,77.0,Switch,1984-03-16,74.0,185.0,77.0,Southpaw,1975-04-14,1073.27,1242.58
Red,Decision - Unanimous ,2019-05-11,Alexander Volkanovski,Jose Aldo,6.06,2.61,3.37,1.26,0.63,372.67,60.25,61.89,41.03,71.43,3.05,3.13,0.78,0.39,0.19,109.32,42.4,64.6,66.67,90.62,66.0,145.0,71.0,Orthodox,1988-09-29,67.0,135.0,70.0,Orthodox,1986-09-09,1339.4,1420.21
Red,Decision - Unanimous ,2019-05-11,Laureano Staropoli,Thiago Alves,6.47,4.6,0.0,0.0,0.0,0.0,35.27,59.41,0.0,100.0,3.64,3.3,0.69,2.32,0.32,96.21,41.82,61.95,65.0,62.71,73.0,185.0,71.0,Orthodox,1993-02-27,69.0,170.0,70.0,Orthodox,1983-10-03,1049.55,1100.54
Red,Submission ,2019-05-11,Irene Aldana,Bethe Correia,6.35,7.08,0.5,0.25,0.0,23.5,43.49,61.01,50.0,95.45,4.34,3.87,0.48,0.32,0.0,153.92,45.01,59.42,25.0,85.71,69.0,135.0,68.0,Orthodox,1988-03-26,65.0,135.0,64.0,Orthodox,1983-06-22,1028.67,981.32
Red,KO/TKO ,2019-05-11,Ryan Spann,Rogerio Nogueira,3.07,2.0,0.0,4.0,1.0,308.0,47.42,49.15,0.0,63.64,2.74,3.11,0.14,2.84,0.28,43.31,35.77,55.48,100.0,65.52,77.0,205.0,79.0,Orthodox,1991-08-24,74.0,205.0,75.0,Southpaw,1976-06-02,1048.56,1200.15
Blue,Decision - Unanimous ,2019-05-11,Kurt Holobaugh,Thiago Moises,5.72,5.2,1.05,2.09,1.05,183.14,44.44,46.59,40.0,50.0,0.53,2.93,0.0,4.0,4.0,0.0,50.0,35.29,0.0,50.0,71.0,155.0,70.0,Orthodox,1986-09-08,69.0,155.0,70.0,Orthodox,1995-03-23,878.74,966.04
Red,KO/TKO ,2019-05-11,Warlley Alves,Sergio Moraes,2.88,4.09,1.22,0.46,0.91,238.02,46.94,49.75,44.44,80.0,2.48,3.27,1.33,0.1,0.51,169.82,43.51,63.17,40.62,75.0,71.0,170.0,72.0,Orthodox,1991-01-04,72.0,170.0,72.0,Orthodox,1982-07-23,1124.01,1199.2
Blue,Decision - Unanimous ,2019-05-11,BJ Penn,Clay Guida,2.7,3.34,1.12,1.43,0.52,150.98,48.6,56.51,57.78,76.6,2.41,2.42,3.11,0.74,0.69,377.38,32.23,65.96,36.42,74.14,69.0,155.0,70.0,Orthodox,1978-12-13,67.0,155.0,70.0,Orthodox,1981-12-08,978.73,1111.8
Red,Decision - Unanimous ,2019-05-11,Luana Carolina,Priscila Cachoeira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.15,8.27,0.0,2.46,0.0,40.55,31.3,34.84,0.0,69.23,66.0,125.0,69.0,Orthodox,1993-06-11,67.0,125.0,65.0,Orthodox,1988-08-19,1000.0,902.6
Blue,KO/TKO ,2019-05-11,Carlos Huachin,Raoni Barcelos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,5.66,6.19,3.63,0.73,0.73,346.66,55.98,53.96,83.33,75.0,64.0,135.0,67.0,Southpaw,1996-06-04,67.0,135.0,67.0,Orthodox,1987-05-01,1000.0,1100.73
Red,KO/TKO ,2019-05-11,Viviane Araujo,Talita Bernardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.85,3.65,2.0,0.67,0.67,389.53,46.21,58.27,25.0,50.0,64.0,125.0,68.0,Orthodox,1986-11-21,64.0,135.0,68.0,Orthodox,1987-03-04,1000.0,958.71
Blue,Decision - Unanimous ,2019-05-04,Al Iaquinta,Donald Cerrone,4.3,4.05,0.81,1.42,0.3,67.19,41.36,62.96,22.86,73.58,4.55,4.51,1.09,0.36,0.57,106.6,49.58,52.08,31.34,88.33,70.0,155.0,70.0,Orthodox,1987-04-30,73.0,170.0,73.0,Orthodox,1983-03-29,1353.43,1334.58
Blue,Decision - Unanimous ,2019-05-04,Elias Theodorou,Derek Brunson,4.17,2.24,1.4,1.73,0.0,218.73,42.76,54.73,28.89,60.0,3.12,2.74,2.35,0.0,0.54,341.63,42.53,50.0,24.07,100.0,73.0,185.0,75.0,Orthodox,1988-05-31,73.0,185.0,77.0,Southpaw,1984-01-04,1276.23,1182.81
Blue,Decision - Split ,2019-05-04,Cub Swanson,Shane Burgos,4.8,3.84,0.8,1.82,0.15,72.11,51.14,62.19,57.89,70.24,6.54,5.47,0.55,0.55,0.27,41.68,46.92,66.14,100.0,94.12,68.0,145.0,70.0,Orthodox,1983-11-02,71.0,145.0,75.0,Orthodox,1991-03-19,1167.17,1126.36
Blue,Decision - Unanimous ,2019-05-04,Brad Katona,Merab Dvalishvili,4.9,2.77,1.0,2.0,0.0,256.0,54.65,59.71,20.0,42.86,3.78,2.22,7.33,0.67,0.0,440.33,34.48,58.85,41.51,80.0,66.0,135.0,64.0,Orthodox,1991-12-19,66.0,135.0,68.0,Orthodox,1991-01-10,1111.91,942.5
Red,KO/TKO ,2019-05-04,Walt Harris,Serghei Spivac,2.75,2.69,0.36,0.71,0.18,52.19,36.94,61.53,33.33,76.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,77.0,250.0,77.0,Southpaw,1983-06-10,75.0,260.0,78.0,Orthodox,1995-01-24,1043.89,1000.0
Red,Decision - Unanimous ,2019-05-04,Andrew Sanchez,Marc-Andre Barriault,4.83,4.83,2.79,0.0,0.0,320.05,48.63,48.71,37.14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,73.0,185.0,74.0,Orthodox,1988-04-08,73.0,185.0,74.0,Orthodox,1990-02-18,1039.35,1000.0
Blue,KO/TKO ,2019-05-04,Sarah Moras,Macy Chiasson,1.85,3.18,0.95,1.91,0.95,137.23,37.18,44.9,22.22,38.46,8.57,5.77,0.0,0.0,5.25,939.36,49.49,48.44,0.0,100.0,67.0,135.0,67.0,Orthodox,1988-04-30,71.0,145.0,72.0,Orthodox,1991-07-27,914.86,1099.06
Blue,Decision - Unanimous ,2019-05-04,Aiemann Zahabi,Vince Morales,3.34,3.93,0.0,2.78,0.0,62.3,41.47,62.68,0.0,72.22,4.93,5.27,0.0,2.0,0.0,5.0,36.82,54.07,0.0,0.0,68.0,135.0,68.0,Orthodox,1987-11-19,67.0,135.0,70.0,Orthodox,1990-11-12,1001.71,958.93
Red,Decision - Unanimous ,2019-05-04,Nordine Taleb,Kyle Prepolec,3.42,2.52,2.3,0.86,0.0,250.39,54.17,67.25,76.19,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,73.0,170.0,74.0,Orthodox,1981-06-10,70.0,170.0,70.0,Southpaw,1989-08-30,1066.73,1000.0
Blue,Submission ,2019-05-04,Kyle Nelson,Matt Sayles,3.13,8.46,0.0,4.7,0.0,32.9,40.0,47.06,0.0,50.0,5.13,4.87,0.0,0.0,0.0,67.0,32.77,57.56,0.0,100.0,71.0,155.0,71.0,Switch,1991-04-20,67.0,155.0,68.0,Orthodox,1994-02-21,965.44,933.97
Blue,Decision - Unanimous ,2019-05-04,Juan Adams,Arjan Bhullar,7.84,3.74,2.74,1.37,0.0,377.51,59.72,46.05,100.0,50.0,2.16,2.38,1.62,0.0,0.0,397.48,52.63,61.4,66.67,100.0,77.0,265.0,80.0,Orthodox,1992-01-16,73.0,245.0,75.0,Orthodox,1986-05-13,1048.29,1052.7
Red,Decision - Unanimous ,2019-05-04,Cole Smith,Mitch Gagnon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.18,2.13,1.43,2.39,1.91,213.79,48.9,63.19,26.09,67.74,71.0,135.0,67.0,Orthodox,1989-04-05,65.0,135.0,65.0,Southpaw,1984-10-10,1000.0,1039.93
Blue,Decision - Unanimous ,2019-04-27,Jacare Souza,Jack Hermansson,3.2,2.95,1.94,0.15,1.19,317.07,53.22,60.66,29.55,66.67,4.9,1.77,2.38,1.19,0.89,255.06,56.01,64.11,47.06,73.33,73.0,185.0,72.0,Orthodox,1979-12-07,73.0,185.0,77.0,Orthodox,1988-06-10,1377.41,1244.4
Red,KO/TKO ,2019-04-27,Greg Hardy,Dmitrii Smoliakov,3.88,1.61,0.0,2.01,0.0,152.68,45.31,60.0,0.0,66.67,1.63,3.35,0.0,2.58,0.0,0.0,43.18,56.67,0.0,75.0,77.0,265.0,80.0,Orthodox,1988-07-28,74.0,253.0,74.0,Switch,1982-08-05,933.97,874.69
Blue,Decision - Unanimous ,2019-04-27,Alex Oliveira,Mike Perry,2.98,1.95,3.09,1.54,0.83,388.85,54.49,44.97,37.68,58.06,4.02,4.44,0.83,0.99,0.0,90.86,45.33,57.95,55.56,68.42,71.0,170.0,76.0,Orthodox,1988-02-21,70.0,170.0,71.0,Orthodox,1991-09-15,1225.26,1102.74
Blue,Submission ,2019-04-27,Ion Cutelaba,Glover Teixeira,4.62,3.16,1.95,1.3,0.0,110.51,35.26,48.95,66.67,69.23,3.22,3.7,2.09,2.38,0.79,224.85,44.11,55.74,46.67,60.66,73.0,205.0,75.0,Southpaw,1993-12-14,74.0,205.0,76.0,Orthodox,1979-10-28,1097.35,1258.76
Blue,Decision - Split ,2019-04-27,John Lineker,Cory Sandhagen,5.22,3.95,0.52,1.47,0.61,56.16,40.04,56.09,60.0,69.09,8.89,2.73,1.64,2.45,1.64,331.36,51.91,65.28,66.67,0.0,63.0,135.0,67.0,Orthodox,1990-06-12,71.0,135.0,70.0,Switch,1992-04-20,1373.32,1160.62
Red,Decision - Unanimous ,2019-04-27,Roosevelt Roberts,Thomas Gifford,3.31,2.07,0.0,0.0,3.1,15.52,45.71,69.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,74.0,155.0,73.0,Orthodox,1994-02-11,73.0,155.0,75.0,Orthodox,1992-07-26,1054.19,1000.0
Blue,KO/TKO ,2019-04-27,Ben Saunders,Takashi Sato,3.19,3.58,0.22,1.56,1.01,102.92,50.06,51.27,40.0,68.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,74.0,170.0,77.0,Orthodox,1983-04-13,70.0,170.0,73.0,Southpaw,1990-06-09,992.4,1000.0
Red,Decision - Split ,2019-04-27,Augusto Sakai,Andrei Arlovski,7.9,5.62,1.07,0.0,0.0,73.67,50.92,55.62,100.0,100.0,2.82,2.35,0.51,0.73,0.28,85.65,41.84,58.08,36.0,80.0,75.0,265.0,77.0,Orthodox,1991-05-09,75.0,240.0,77.0,Orthodox,1979-02-04,1044.0,1014.76
